s_no,tpa,entity_code,hospital_name,address,district,subentities,single_multi,pvt_govt,directrate,edc,edc_date,year,grade,bariatric_surgery,cardiology,cardiothoracic_surgeries,dermatology,ent,endocrinology,follow_up_procedure,gastroenterology,general_medicine,general_surgery,genitourinary_surgery,gynaecology_obstetric_surgery,haemotology,hepatology,infectious_diseases,interventional_cardiology,interventional_radiology,medical_oncology,neonatology,nephrology,neurology,neurosurgery,ofms,ophthalmology_surgeries,orthopedics,paediatric_intensive_care,paediatric_surgeries,paediatrics,plastic_surgery,pmr,psychiatry,pulmonology,radiation_oncology,rehabilitation,rheumatology,spine,surgical_gastro_enterology,surgical_oncology,vascular_surgeries,joint_replacement,latitude,longitude,location_accuracy
295,MA,H_18780,"Hindu Mission Health Services, Chengalpet TN.","00 FEET ROAD, NEAR EB OFFICE, HINDU COLONY, NANGANALLUR,KANCHIPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
296,MA,H_18204,"Hindu Mission Hospital, Chengalpet TN.","103, NH 45, WEST TAMBARAM, TAMBARAM,KANCHIPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,1,20-03-2017,2017,A2,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,11.6115831,79.4944883,District Center
304,MA,H_24100,"Jeevan Sumyuktha Hospitals, Chengalpattu TN.","P-14/3,2nd AVENUE, DOMESTIC TARIFF AREA, MAHINDRA WORLD CITY, CHENGALPATTU",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,63,30-09-2022,2022,A6,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,11.6115831,79.4944883,District Center
306,MA,H_26110,"JJ Hospital, Chengalpet, TN.","55,DR. VARADARAJAN STREET, VEDACHALA NAGAR, CHENGALPATTU",Chengalpet,Private,Multiple,PVT HOSPITAL,Pvt,81,04-12-2024,2024,A6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
307,MA,H_23675,"Jolen Hospital, Chengalpattu TN.
","No1 bajanaikoil, Bajanai Koil 2nd St, Sembakkam, Chennai",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,56,13-01-2022,2022,A4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
310,MA,H_25745,"JSP Hospital Pvt Ltd, Chengalpattu TN.
","NO.70, KANCHEEPURAM HIGH ROAD, CHENGALPATTU-603002",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,63,30-09-2022,2022,A4,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.6974472,79.9724747,Hospital in TN
2124,MA,H_25745 ,"JSP Hospital Pvt Ltd, Chengalpet TN.",,Chengalpet,Private,Multi,PVT HOSPITAL,PVT,63,30-09-2022,2022,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.6976172,79.972524,Hospital in TN
316,MA,H_19648,"Karpaga Vinyaga Institute, Chengalpet,TN.","GST ROAD, CHINNA KOLAMBAKKAM, PALAYANOOR P.O., KANCHIPURAM DIST., MADURANTAGAM,",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A4,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,11.6115831,79.4944883,District Center
317,MA,H_23669,"Kasturi Hospital, Tambaram, Chengalpattu TN.","NO: 119, SHANMUGAM ROAD, WEST TAMBARAM, CHENNAI-45",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,58,28-04-2022,2022,A3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
2125,MA,H_25704 ,"LifeCell international Pvt Ltd, Chengalpet DC.",,Chengalpet,Private,PVT-STANDALONE,DC PVT-STANDALONE,Pvt,61,26-06-2022,2022,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
348,MA,H_25655,"Lions Hemodialysis Centre, Chengalpattu TN.
","No 22/11 Purananooru street Annanagar , Hasthinapuram",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,59,31-05-2022,2022,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
378,MA,H_18400,"Melmaruvathur Adhiparsakthi Inst, Chengalpet TN.","CRM7+87V, Melmaruvathur, Tamil Nadu 603319",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A4,False,True,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,11.6115831,79.4944883,District Center
379,MA,H_22865,"Melvin Jones Lions Dialysis, Chengalpet TN."," Sunnambu Kolathur Main Rd, Rose Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,31,13-05-2019,2019,S2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
2181,MA,H_26296,"Mothers Special School, ID,Autism, Chengalpet, TN. ",,Chengalpet,Autism,Single,PVT AUTISM,Pvt,90,24-09-2025,2025,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
406,MA,H_23671,"One Health hospital, Chengalpattu TN.","No.174/4B, GST Road, Urapakkam , Vandalur(TK )",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,55,12-11-2021,2021,S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
410,MA,H_18233,"Parvathy Ortho Hospital, Chengalpet TN.","241, GRAND SOUTHERN TRUNK ROAD, KAMAKSHI COLONY, CHROMEPET,",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.6115831,79.4944883,District Center
437,MA,H_26089,"RKP Hospital Pvt Ltd., Chengalpet, TN.
","515, GST ROAD, NANDHIVARAM,",Chengalpet,Private,Multiple,PVT HOSPITAL,Pvt,80,04-10-2024,2024,A6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.9379829,80.1799993,Hospital in TN
439,MA,H_26147,"Rotary club Maraimalainagar, Chengalpattu, TN.
","	Rotary club maraimalai nagar nallamairamanathan medical trust, no.8, pavander salai, NH 2 Maraimalai",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,85,26-03-2025,2025,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
446,MA,H_23177,"Sai Fertility Centre and Hospital,Chengalpet TN.
"," New no. 43, Old, no. 21, Devarajanar St, behind new bus stand, Vedachalam Nagar, Chengalpattu, Tamil Nadu 603001",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,35,17-02-2020,2020,A2,False,True,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,True,False,True,True,False,11.6115831,79.4944883,District Center
453,MA,H_18405,"Sankara Eye Hospital, Chengalpet TN.
","DOOR NO. 1, THIRD CROSS STREET, NEAR MEENAKSHI KRISHNA POLYTECHNIC, SRI SANKARA NAGAR, PAMMAL, ",Chengalpet,Private,Single,PVT HOSPITAL,Pvt,1,20-03-2017,2017,S1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
466,MA,H_22683,"Shadithya Health Care, Chengalpet TN.","No.7, Tannery Street Pallavaram",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,21,16-07-2018,2018,A6,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,Village/Town Center
473,MA,H_21126,"Shri Sathya Sai Medical College, Chengalpet TN.","TIRUPORUR-GUDUVANCHERRY MAIN ROAD, AMMAPETTAI, CHENGALPET TALUK, KANCHEEPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,11.6115831,79.4944883,District Center
2179,MA,H_26300,"Shrimpex Biotech Services Pvt Ltd, Chengalpet, DC.",,Chengalpet,PVT-STANDALONE,Single,DC PVT-STANDALONE,Pvt,90,24-09-2025,2025,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
487,MA,H_18789,"Sree Renga Nursing Home, Chengalpet TN.","VARADAREDDY STREET, 12, VEDACHALAM NAGAR, GOKULAPURAM, CHENGALPATTU",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.6115831,79.4944883,District Center
489,MA,H_18793,"Sri Balaji Medical Coll and Hosp, Chengalpet TN.
","NO-7, WORKS ROAD, CHROMPET, KANCHIPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,11.6115831,79.4944883,District Center
490,MA,H_20050,"Sri Chakara Multi Hospital, Chengalpet TN.
","1, CIVIL AVIATION COLONY, 100 FEET ROAD, NANGANALLUR,  KANCHIPURAM",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A6,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,11.6115831,79.4944883,District Center
496,MA,H_26126,"Sri Kauvery Medical Care Ltd, Chengalpattu, TN.
","No.2/473, Radial Road Kovilambakkam, Chennai, Tamil Nadu 600129",Chengalpet,Private,Multiple,PVT HOSPITAL,Pvt,82,06-01-2025,2025,A5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
515,MA,H_26007,"Sringeri Sharada Equitas Hospital, Chengalpet, TN.",No:175 Velachery Main Road Gowrivakkam,Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,76,06-05-2024,2024,A6,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,11.6115831,79.4944883,District Center
518,MA,H_18283,"SRM Medical College Hospital, Chengalpet TN.","SRM NAGAR POTHERI, KATTANKULATHUR	",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,True,True,11.6115831,79.4944883,District Center
520,MA,H_18623,"St. Thomas Hospital, Chengalpet TN.
","NO. 5/105, DEFENCE COLONY ROAD, ST.THOMAS MOUNT, ",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,5,19-04-2017,2017,A6,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,11.6115831,79.4944883,District Center
527,MA,H_23134,"Sugam Hospital, Chengalpet TN.
","No. 107 A, Grand Southern Trunk Rd, Sunnambu Colony, Chromepet, Chennai, Tamil Nadu 600044",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,2,27-03-2017,2017,A3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
539,MA,H_18768,"Tagore Medical Coll And Hosp, Chengalpet TN."," MELAKKOTTAIYUR POST, VANDALUR-KELAMBAKKAM RD, RATHINAMANGALAM,",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,4,12-04-2017,2017,A4,False,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,11.6115831,79.4944883,District Center
540,MA,H_25625,"Tagore Specialty Hospital,Chengalpattu TN.","No.25, Mahalingam Street, Mahalingapuram, Nungambakkam, Chennai -",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,57,23-03-2022,2022,A1,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,11.6115831,79.4944883,District Center
556,MA,H_23927,"Unittas Multi Speciality Hospital,chenglapattu TN.","16/17, M.K.REDDY STREET, WEST TAMBARAM, CHENNAI ",Chengalpet,Private,Multi,PVT HOSPITAL,Pvt,54,22-10-2021,2021,A2,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,11.6115831,79.4944883,District Center
558,MA,H_26251,"Vasan Eye Care Hospital, Chengalpattu, TN.
","Door No.286, GST Road, Chrompet, Chennai",Chengalpet,Single,Single,PVT HOSPITAL,Pvt,88,25-06-2025,2025,S2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.9290507,80.1137194,Hospital in TN
